,double,single,triple
2018-01-18 09:39:12,-0.05254764535937816,0.003213825687950857,0.06253737748489849
2018-01-18 09:39:21,-0.05240969305732634,0.003181822425600562,0.06236445759216854
2018-01-18 09:39:42,-0.05222458430234137,0.003125746056717465,0.062171286368249215
2018-01-18 09:39:51,-0.05208823017725642,0.003093379125677193,0.06197388363863505
2018-01-18 09:40:01,-0.051952736561495065,0.0030608914967008463,0.06176799440231899
2018-01-18 09:40:11,-0.05181815394801427,0.003028297868331565,0.061553269246054955
2018-01-18 09:40:21,-0.05168447619942192,0.002995607474402584,0.06132920401733268
2018-01-18 09:40:32,-0.051551701587738655,0.0029628585316172607,0.061095268114547706
2018-01-18 09:40:41,-0.05141991021395848,0.0029300605658482376,0.06084996617765177
2018-01-18 09:40:52,-0.05128902140031394,0.002897211315011936,0.06059365398147194
2018-01-18 09:41:02,-0.051206684622827355,0.002864332475346518,0.060326500787136444
2018-01-18 09:41:11,-0.051077501215770205,0.0028314411828807957,0.060048593166998815
2018-01-18 09:41:21,-0.05094916241068076,0.0027985527647613794,0.05976048962162193
2018-01-18 09:41:31,-0.050821718908145914,0.0027893579528074962,0.05946304513655182
2018-01-18 09:41:41,-0.05069513151894975,0.002756421299077178,0.059156951640899964
2018-01-18 09:41:51,-0.05056934825202932,0.0027234880605815116,0.058842559958932096
2018-01-18 09:42:11,-0.05044401832602308,0.002667068663175802,0.058432384358377436
2018-01-18 09:42:21,-0.05031957816432028,0.0026341547674740965,0.05809549154563326
2018-01-18 09:42:31,-0.05019601411248134,0.0026012603262535075,0.05775029626123254
2018-01-18 09:42:43,-0.0500732369771071,0.002568386099725181,0.05739673109902461
2018-01-18 09:42:51,-0.04995158862436946,0.002535519966522659,0.05703427545385436
2018-01-18 09:43:01,-0.04983071752062928,0.0025026564081052707,0.056662944213918764
2018-01-18 09:43:11,-0.04971074304102768,0.00246978301740259,0.05628228770162743
2018-01-18 09:43:22,-0.04959165209602752,0.002436899552068372,0.055890875043977155
2018-01-18 09:43:31,-0.049473843204262305,0.002403969927898736,0.055488062332044515
2018-01-18 09:43:41,-0.049357207370213624,0.002370970035791086,0.05507437385357127
2018-01-18 09:43:51,-0.049241699365772794,0.0023379021934214657,0.05465005082905249
2018-01-18 09:44:21,-0.04907723236823625,0.00228252079436872,0.053945872026084016
2018-01-18 09:44:31,-0.048962639010456256,0.002249527762139286,0.05349686748733268
2018-01-18 09:44:42,-0.048848730961364925,0.0022165803461766252,0.053040712189972354
2018-01-18 09:44:51,-0.04873535257072131,0.00218370727072135,0.052577317777771554
2018-01-18 09:45:02,-0.04862229064760696,0.0021509410277401574,0.05210744899088648
2018-01-18 09:45:12,-0.04850957333057753,0.002118287180495091,0.051631259143625916
2018-01-18 09:45:22,-0.04839726959864568,0.0020857614727194875,0.05114594682813848
2018-01-18 09:45:32,-0.04828538476448511,0.002053371268283288,0.05065155640843024
2018-01-18 09:45:41,-0.04817385038804111,0.002021127864751375,0.050149746233880514
2018-01-18 09:45:52,-0.04806259585375221,0.0019890512453283604,0.049641488968696565
2018-01-18 09:46:01,-0.04795177466358391,0.0019571426122674926,0.04912908656740469
2018-01-18 09:46:12,-0.047841346754360935,0.0019254054637749662,0.048612283169315
2018-01-18 09:46:21,-0.04773118852404158,0.0018938590657427662,0.04809373549856914
2018-01-18 09:46:31,-0.04762125748775467,0.0018624698466527991,0.04757240458679754
2018-01-18 09:46:42,-0.0475113145364922,0.0018312693087803337,0.04705094400859509
2018-01-18 09:46:51,-0.047401400979222366,0.0018002757513339881,0.04652952953033349
2018-01-18 09:47:00,-0.04734696907416172,0.0017695023609344811,0.04600852200818612
2018-01-18 09:47:12,-0.047237372530938244,0.0017389246604129379,0.04548673281331765
2018-01-18 09:47:21,-0.04718397417477624,0.0017085463650895146,0.044965587577333835
2018-01-18 09:47:31,-0.04713101217142571,0.001678386116182194,0.04444511151191158
2018-01-18 09:47:41,-0.047022163894238245,0.0016484642550424764,0.04392619426366128
2018-01-18 09:47:51,-0.04691323656491086,0.0016187948218717753,0.04340959136456436
2018-01-18 09:48:01,-0.04680431199453273,0.0015893870323856342,0.04289550188984043
2018-01-18 09:48:11,-0.04669541499315558,0.0015602449022389295,0.04238318411532999
2018-01-18 09:48:21,-0.04658634832968302,0.0015313850726897155,0.04187184872168622
2018-01-18 09:48:31,-0.04647699085031837,0.0015027950036847122,0.04136164689334701
2018-01-18 09:48:41,-0.0463674547592825,0.0014744877391354358,0.04085220831128493
2018-01-18 09:48:51,-0.046257842716985166,0.0014464625920237986,0.04034471114242397
2018-01-18 09:49:11,-0.04608816150510261,0.0014032034375968288,0.03966208445999806
2018-01-18 09:49:21,-0.045978081046607944,0.001376059900689979,0.0391550947710425
2018-01-18 09:49:31,-0.04586802459013742,0.0013492032243751907,0.038649489126189714
2018-01-18 09:49:41,-0.04575803367227722,0.0013226428536660033,0.03814661083815193
2018-01-18 09:49:51,-0.045647950203103596,0.0012963735714096067,0.037648205542506016
2018-01-18 09:50:01,-0.045537636399461325,0.0012704094172077897,0.03715552667926033
2018-01-18 09:50:11,-0.04542701562044719,0.0012447432931474228,0.03666891926773763
2018-01-18 09:50:21,-0.04531579484738943,0.0012193873321995135,0.03618717109018273
2018-01-18 09:50:31,-0.045203660552882656,0.0011943481899337153,0.03571051603611896
2018-01-18 09:50:41,-0.04509056478106005,0.0011696251379778937,0.03523896911511942
2018-01-18 09:50:51,-0.04504244080932169,0.0011452403784127285,0.03477319592645886
2018-01-18 09:51:01,-0.044927714486828155,0.001121181948950387,0.0343145177390275
2018-01-18 09:51:11,-0.04481170349922834,0.0010975069085982013,0.033863745837730067
2018-01-18 09:51:21,-0.04469446587594932,0.001074198836016982,0.0334210296634677
