,assume_range,in_avg,in_price,out_date,out_price,trend_type
2018-01-20 15:28:28,258.73380899008225,12318.161290322583,12368.0,2018-01-20 16:03:27,12487.0,single
2018-01-20 23:06:05,289.716896115081,12734.709677419358,12769.0,2018-01-20 23:12:36,12628.0,single
2018-01-21 03:01:44,289.5019961077451,12704.080645161292,12750.0,2018-01-21 03:22:55,12638.0,single
2018-01-21 04:13:51,289.5019961077451,12393.125786661294,12454.0,2018-01-21 05:19:51,12562.0,single
2018-01-21 08:25:21,258.85664156903294,12196.601119226296,12197.0,2018-01-21 08:44:31,12098.0,single
2018-01-21 10:22:31,258.73380899008225,11895.132804965486,11928.0,2018-01-21 10:35:21,11821.0,single
2018-01-21 10:58:11,258.85664156903294,11764.705373971616,11829.0,2018-01-21 11:34:41,11956.0,single
2018-01-21 12:31:21,258.61097641113156,11689.904884942263,11717.0,2018-01-21 12:51:21,11820.0,single
2018-01-21 18:01:11,258.73380899008225,11739.074401583392,11757.0,2018-01-21 18:40:31,11655.0,single
2018-01-21 19:00:01,279.9418002783832,11584.74086303468,11588.0,2018-01-21 19:04:21,11436.0,single
2018-01-21 19:37:41,279.9418002783832,11258.860635742743,11344.0,2018-01-21 20:11:11,11225.0,single
2018-01-22 00:10:01,258.85664156903294,11100.7877495471,11129.0,2018-01-22 00:33:31,11260.0,single
2018-01-22 02:09:52,287.95404646733914,11194.133611421294,11283.0,2018-01-22 02:51:21,11382.0,single
2018-01-22 05:25:32,258.73380899008225,11327.564143272904,11337.0,2018-01-22 05:31:51,11237.0,single
2018-01-22 08:25:21,279.9418002783832,11481.14598704597,11503.0,2018-01-22 08:57:02,11386.0,single
2018-01-22 12:20:21,273.4775037298332,11673.602966342583,11739.0,2018-01-22 14:31:57,11614.0,single
2018-01-22 15:23:17,273.4775037298332,11320.306451612907,11294.0,2018-01-22 15:34:17,11188.0,single
2018-01-22 15:54:37,247.5154696487116,11247.775376196132,11290.0,2018-01-22 16:09:27,11194.0,single
2018-01-22 17:02:37,247.5154696487116,10511.526181030806,10636.0,2018-01-22 17:46:37,10722.0,single
2018-01-22 18:23:48,270.7705819154053,10523.548387096776,10644.0,2018-01-22 18:38:17,10540.0,single
2018-01-22 19:06:18,270.7705819154053,10302.110768548388,10433.0,2018-01-22 19:50:28,10579.0,single
2018-01-22 21:20:40,273.4775037298332,10485.82816796274,10534.0,2018-01-22 21:42:09,10626.0,single
2018-01-22 22:13:39,273.4775037298332,10414.023692612578,10486.0,2018-01-22 22:37:00,10381.0,single
2018-01-22 23:41:50,273.4775037298332,10359.20511215048,10436.0,2018-01-22 23:58:19,10328.0,single
2018-01-23 00:34:40,258.61097641113156,10143.656093023385,10192.0,2018-01-23 00:42:30,10091.0,single
2018-01-23 05:18:31,279.9418002783832,10680.969031858864,10686.0,2018-01-23 05:45:50,10782.0,single
2018-01-23 08:42:00,247.5154696487116,10364.540232064192,10429.0,2018-01-23 08:46:31,10330.0,single
2018-01-23 10:03:00,271.007966399191,10287.468560847416,10360.0,2018-01-23 10:12:11,10250.0,single
2018-01-23 10:32:20,258.61097641113156,10217.368537575805,10235.0,2018-01-23 11:25:41,10405.0,single
2018-01-23 13:08:31,273.4775037298332,10441.290449582255,10471.0,2018-01-23 13:28:01,10351.0,single
2018-01-23 13:50:31,273.4775037298332,10302.840262809028,10310.0,2018-01-23 14:01:31,10201.0,single
2018-01-23 14:47:51,273.4775037298332,10118.74530114306,10125.0,2018-01-23 14:50:11,10018.0,single
2018-01-23 15:02:41,258.73380899008225,10003.083870967741,10060.0,2018-01-23 15:27:51,10144.0,single
2018-01-23 20:56:31,271.007966399191,11137.243889246123,11225.0,2018-01-23 21:19:51,11318.0,single
2018-01-23 23:29:22,268.06366010097736,10944.926845505157,11062.0,2018-01-24 00:19:32,10954.0,single
2018-01-24 03:06:22,258.73380899008225,10798.838709677411,10871.0,2018-01-24 03:14:22,10768.0,single
2018-01-24 03:55:02,268.3010445847631,10620.072330787414,10636.0,2018-01-24 03:59:01,10533.0,single
2018-01-24 04:10:42,263.46015083500515,10618.75841330822,10620.0,2018-01-24 04:36:52,10709.0,single
2018-01-24 05:12:32,268.3010445847631,10575.363194634023,10616.0,2018-01-24 06:16:52,10712.0,single
2018-01-24 07:38:32,268.5384290685488,10545.30311281322,10587.0,2018-01-24 09:26:52,10708.0,single
2018-01-24 12:28:02,269.587891866935,10800.046627832413,10822.0,2018-01-24 13:16:22,11040.0,single
2018-01-24 18:31:03,270.63735466532125,11235.225405316767,11241.45945497,2018-01-24 18:58:32,11135.0,single
2018-01-24 19:42:52,270.63735466532125,11000.91815475838,11090.0,2018-01-24 20:08:13,10980.0,single
2018-01-25 07:51:33,269.587891866935,11439.870132859023,11464.0,2018-01-25 09:28:43,11596.0,single
2018-01-25 11:38:03,269.587891866935,11308.505926258056,11315.0,2018-01-25 12:06:23,11208.0,single
2018-01-25 12:32:33,258.73380899008225,11219.5530469987,11225.0,2018-01-25 13:10:04,11320.0,single
2018-01-25 15:24:37,268.5384290685488,11159.461686096123,11189.0,2018-01-25 15:52:58,11076.0,single
2018-01-25 16:08:28,248.71629891863086,11095.186284215639,11156.0,2018-01-25 17:38:38,11246.0,single
2018-01-25 19:08:01,248.71629891863086,10981.456441417891,11033.0,2018-01-25 20:00:48,10900.0,single
2018-01-26 02:19:19,269.587891866935,11142.777291097893,11179.0,2018-01-26 02:40:39,11069.0,single
2018-01-26 07:54:19,268.5384290685488,11431.053148619663,11430.0,2018-01-26 09:25:39,11325.0,single
2018-01-26 11:52:49,268.5384290685488,10626.417805691925,10720.0,2018-01-26 12:09:49,10597.0,single
2018-01-26 13:08:00,258.61097641113156,10375.816724087406,10448.0,2018-01-26 14:01:30,10546.0,single
2018-01-26 22:05:10,268.3010445847631,10987.984660288377,10992.0,2018-01-26 22:48:30,10889.0,single
2018-01-27 01:00:01,268.3010445847631,10834.383351225631,10892.0,2018-01-27 01:53:31,10789.0,single
2018-01-27 02:11:21,258.61097641113156,10793.090055888537,10850.0,2018-01-27 02:59:01,11099.0,single
2018-01-27 04:37:11,268.5384290685488,10958.074105688052,10992.0,2018-01-27 05:12:31,10888.0,single
2018-01-27 10:45:52,268.3010445847631,11187.82150187983,11219.0,2018-01-27 11:38:41,11115.0,single
