,assume_range,in_avg,in_price,out_date,out_price,trend_type
2018-01-22 02:12:01,202.93955196072238,11212.67948999839,11298.92223589,2018-01-22 03:21:01,11621.0,single
2018-01-24 05:15:02,211.58652463386898,10592.11196315854,10650.0,2018-01-24 06:36:12,10819.0,single
