tick_date,tick_time,base,quot,close,volume,timestamp,avg,trend_coef,trend_intercept
2018-01-12,2018-01-12 03:23:00,btc,usd,12972.0,52.43851420000001,1515716580.0,13136.24854506968,,
2018-01-12,2018-01-12 03:25:00,btc,usd,12976.0,36.60419961,1515716700.0,13135.716287005165,,
2018-01-12,2018-01-12 03:26:00,btc,usd,12947.0,30.18308587,1515716760.0,13133.942093456779,,
2018-01-12,2018-01-12 03:27:00,btc,usd,12949.0,53.42281171000001,1515716820.0,13133.200157972908,,
2018-01-12,2018-01-12 03:28:00,btc,usd,12900.0,120.33306379,1515716880.0,13131.92596442452,,
2018-01-12,2018-01-12 03:29:00,btc,usd,12885.0,41.20543256000001,1515716940.0,13128.732416037423,,
2018-01-12,2018-01-12 03:30:00,btc,usd,12920.0,110.55276822,1515717000.0,13124.732416037423,,
2018-01-12,2018-01-12 03:31:00,btc,usd,12901.0,71.34349449000003,1515717060.0,13119.74854506968,,
2018-01-12,2018-01-12 03:32:00,btc,usd,12863.0,62.99580844000001,1515717120.0,13114.958222489036,,
2018-01-12,2018-01-12 03:33:00,btc,usd,12781.0,187.82658649,1515717180.0,13109.34531926323,,
2018-01-12,2018-01-12 03:34:00,btc,usd,12830.0,141.38801837000003,1515717240.0,13104.184028940648,,
2018-01-12,2018-01-12 03:35:00,btc,usd,12929.0,95.93667053,1515717300.0,13099.84531926323,,
2018-01-12,2018-01-12 03:36:00,btc,usd,12957.40258424,38.2116235,1515717360.0,13095.975693751294,,
2018-01-12,2018-01-12 03:37:00,btc,usd,12973.085130899995,31.82541892,1515717420.0,13092.622228120648,,
2018-01-12,2018-01-12 03:38:00,btc,usd,12880.0,76.74511111,1515717480.0,13087.057711991616,,
2018-01-12,2018-01-12 03:39:00,btc,usd,13003.0,99.39722398000004,1515717540.0,13083.089970056133,,
2018-01-12,2018-01-12 03:40:00,btc,usd,13031.0,67.17506811999998,1515717600.0,13079.896421669036,,
2018-01-12,2018-01-12 03:41:00,btc,usd,12968.0,53.95277230000001,1515717660.0,13075.880292636777,,
2018-01-12,2018-01-12 03:42:00,btc,usd,13031.0,37.46275456,1515717720.0,13073.799647475487,,
2018-01-12,2018-01-12 03:43:00,btc,usd,12968.0,15.73060541,1515717780.0,13070.896421669036,,
2018-01-12,2018-01-12 03:44:00,btc,usd,12958.0,25.53255312000001,1515717840.0,13067.638357152908,,
2018-01-12,2018-01-12 03:45:00,btc,usd,12959.0,33.84376758999999,1515717900.0,13064.86416360452,,
2018-01-12,2018-01-12 03:46:00,btc,usd,12986.0,18.41218246,1515717960.0,13063.170615217423,,
2018-01-12,2018-01-12 03:47:00,btc,usd,12950.0,26.44208279,1515718020.0,13060.113571613714,,
2018-01-12,2018-01-12 03:48:00,btc,usd,12978.0,48.95409305999999,1515718080.0,13057.258732904036,,
2018-01-12,2018-01-12 03:49:00,btc,usd,13000.0,41.61467429,1515718140.0,13054.231492223067,,
2018-01-12,2018-01-12 03:50:00,btc,usd,13140.0,151.91219727,1515718200.0,13053.268153885649,,
2018-01-12,2018-01-12 03:51:00,btc,usd,13089.0,45.24198064,1515718260.0,13052.219766788874,,
2018-01-12,2018-01-12 03:52:00,btc,usd,13117.0,14.970036770000002,1515718320.0,13052.364928079196,,
2018-01-12,2018-01-12 03:53:00,btc,usd,13116.0,17.27655151,1515718380.0,13051.510089369518,,
2018-01-12,2018-01-12 03:54:00,btc,usd,13075.0,16.253321229999994,1515718440.0,13049.906104497744,,
2018-01-12,2018-01-12 03:55:00,btc,usd,13071.0,12.4105518,1515718500.0,13047.470620626777,,
2018-01-12,2018-01-12 03:56:00,btc,usd,13090.0,43.92061849,1515718560.0,13045.87384643323,,
2018-01-12,2018-01-12 03:57:00,btc,usd,13084.0,14.57970209,1515718620.0,13043.986749659036,,
2018-01-12,2018-01-12 03:58:00,btc,usd,13056.0,73.50731521,1515718680.0,13040.454491594519,,
2018-01-12,2018-01-12 03:59:00,btc,usd,13060.0,26.256620869999995,1515718740.0,13036.825459336455,,
2018-01-12,2018-01-12 04:00:00,btc,usd,13080.0,32.30713913,1515718800.0,13032.991589772582,,
2018-01-12,2018-01-12 04:01:00,btc,usd,13085.0,52.1199755,1515718860.0,13030.072234933872,,
2018-01-12,2018-01-12 04:02:00,btc,usd,13046.0,11.222951599999998,1515718920.0,13026.717396224196,,
2018-01-12,2018-01-12 04:03:00,btc,usd,13026.0,46.83163849,1515718980.0,13023.314170417743,,
2018-01-12,2018-01-12 04:04:00,btc,usd,13001.0,50.71505664000001,1515719040.0,13020.556105901615,,
2018-01-12,2018-01-12 04:05:00,btc,usd,13048.0,53.86537892000001,1515719100.0,13019.072234933872,,
2018-01-12,2018-01-12 04:06:00,btc,usd,13045.0,9.319502560000002,1515719160.0,13017.862557514518,,
2018-01-12,2018-01-12 04:07:00,btc,usd,13048.0,8.546783759999999,1515719220.0,13016.975460740325,,
2018-01-12,2018-01-12 04:08:00,btc,usd,13070.0,22.749596839999995,1515719280.0,13015.92707364355,,
2018-01-12,2018-01-12 04:09:00,btc,usd,13139.0,60.63066446999999,1515719340.0,13016.378686546775,,
2018-01-12,2018-01-12 04:10:00,btc,usd,13142.0,18.94162858,1515719400.0,13017.620622030647,,
2018-01-12,2018-01-12 04:11:00,btc,usd,13127.0,14.92637434,1515719460.0,13019.652880095164,,
2018-01-12,2018-01-12 04:12:00,btc,usd,13132.0,17.498245269999995,1515719520.0,13021.475460740325,,
2018-01-12,2018-01-12 04:13:00,btc,usd,13099.83120328,19.29260132,1515719580.0,13021.859834986777,,
2018-01-12,2018-01-12 04:14:00,btc,usd,13135.0,19.409796279999995,1515719640.0,13023.24693176097,,
2018-01-12,2018-01-12 04:15:00,btc,usd,13189.0,42.44355226,1515719700.0,13024.82757692226,,
2018-01-12,2018-01-12 04:16:00,btc,usd,13214.0,24.72231626,1515719760.0,13027.311447890002,,
2018-01-12,2018-01-12 04:17:00,btc,usd,13220.0,44.6594778,1515719820.0,13030.827724490648,,
2018-01-12,2018-01-12 04:18:00,btc,usd,13207.0,38.3073768,1515719880.0,13033.601918039034,,
2018-01-12,2018-01-12 04:19:00,btc,usd,13193.0,24.12736034000001,1515719940.0,13034.940627716454,,
2018-01-12,2018-01-12 04:20:00,btc,usd,13154.0,44.4057017,1515720000.0,13035.908369651937,,
2018-01-12,2018-01-12 04:21:00,btc,usd,13123.9450205,15.81247992,1515720060.0,13036.73006353097,,
2018-01-12,2018-01-12 04:22:00,btc,usd,13185.0,16.665189199999997,1515720120.0,13038.246192563227,,
2018-01-12,2018-01-12 04:23:00,btc,usd,13147.0,7.80817949,1515720180.0,13039.326837724519,,
2018-01-12,2018-01-12 04:24:00,btc,usd,13111.0,81.68698184999998,1515720240.0,13039.294579660002,,
2018-01-12,2018-01-12 04:25:00,btc,usd,13105.0,15.648812629999998,1515720300.0,13039.778450627744,,
2018-01-12,2018-01-12 04:26:00,btc,usd,13085.0,14.078436970000002,1515720360.0,13041.601031272905,,
2018-01-12,2018-01-12 04:27:00,btc,usd,13067.0,61.56597363000001,1515720420.0,13043.068773208388,,
2018-01-12,2018-01-12 04:28:00,btc,usd,13125.0,55.58086406999999,1515720480.0,13045.939740950324,,
2018-01-12,2018-01-12 04:29:00,btc,usd,13121.53363877,18.45937974,1515720540.0,13048.722541575647,,
2018-01-12,2018-01-12 04:30:00,btc,usd,13129.9734748,16.092752519999998,1515720600.0,13052.431791169196,,
2018-01-12,2018-01-12 04:31:00,btc,usd,13127.0,10.727220059999997,1515720660.0,13056.335016975647,,
2018-01-12,2018-01-12 04:32:00,btc,usd,13127.0,4.26118817,1515720720.0,13059.673726653065,,
2018-01-12,2018-01-12 04:33:00,btc,usd,13158.0,12.4830052,1515720780.0,13063.81888794339,,
2018-01-12,2018-01-12 04:34:00,btc,usd,13205.0,31.98601704,1515720840.0,13069.335016975647,,
2018-01-12,2018-01-12 04:35:00,btc,usd,13233.0,32.59915626000001,1515720900.0,13076.625339556293,,
2018-01-12,2018-01-12 04:36:00,btc,usd,13213.0,64.06321198000002,1515720960.0,13082.802758911132,,
2018-01-12,2018-01-12 04:37:00,btc,usd,13248.0,24.02888265,1515721020.0,13087.947920201454,,
2018-01-12,2018-01-12 04:38:00,btc,usd,13298.0,55.78609024000001,1515721080.0,13093.44142690726,,
2018-01-12,2018-01-12 04:39:00,btc,usd,13351.0,57.18023053,1515721140.0,13099.536828021775,,
2018-01-12,2018-01-12 04:40:00,btc,usd,13370.0,31.45937972,1515721200.0,13107.440053828228,,
2018-01-12,2018-01-12 04:41:00,btc,usd,13361.0,79.40580991,1515721260.0,13113.214247376614,,
2018-01-12,2018-01-12 04:42:00,btc,usd,13387.0,26.812385100000004,1515721320.0,13118.956182860486,,
2018-01-12,2018-01-12 04:43:00,btc,usd,13366.0,103.4575998,1515721380.0,13125.375537699196,,
2018-01-12,2018-01-12 04:44:00,btc,usd,13337.0,31.114635790000005,1515721440.0,13130.311021570164,,
2018-01-12,2018-01-12 04:45:00,btc,usd,13350.0,85.17636928,1515721500.0,13136.472311892743,,
2018-01-12,2018-01-12 04:46:00,btc,usd,13353.0,16.664422929999994,1515721560.0,13142.843279634679,,
2018-01-12,2018-01-12 04:47:00,btc,usd,13354.0,6.4801493100000025,1515721620.0,13149.214247376614,,
2018-01-12,2018-01-12 04:48:00,btc,usd,13370.0,18.0715709,1515721680.0,13155.407795763711,,
2018-01-12,2018-01-12 04:49:00,btc,usd,13350.61490234,28.04310119,1515721740.0,13161.869326446615,,
2018-01-12,2018-01-12 04:50:00,btc,usd,13370.0,32.51594817,1515721800.0,13168.191907091776,,
2018-01-12,2018-01-12 04:51:00,btc,usd,13440.0,72.35547083999998,1515721860.0,13175.288681285325,,
2018-01-12,2018-01-12 04:52:00,btc,usd,13375.0,38.09195403,1515721920.0,13179.079003865969,,
2018-01-12,2018-01-12 04:53:00,btc,usd,13373.0,24.85474996,1515721980.0,13183.65964902726,,
2018-01-12,2018-01-12 04:54:00,btc,usd,13362.0,18.633570750000004,1515722040.0,13187.611261930486,,
2018-01-12,2018-01-12 04:55:00,btc,usd,13315.0,59.76803882000002,1515722100.0,13190.82093934984,,
2018-01-12,2018-01-12 04:56:00,btc,usd,13369.0,16.82129271,1515722160.0,13195.562874833711,,
2018-01-12,2018-01-12 04:57:00,btc,usd,13374.0,12.36719355,1515722220.0,13200.449971607904,,
2018-01-12,2018-01-12 04:58:00,btc,usd,13422.0,37.51968105999999,1515722280.0,13205.804810317582,,
2018-01-12,2018-01-12 04:59:00,btc,usd,13406.0,19.32316597,1515722340.0,13210.998358704679,,
2018-01-12,2018-01-12 05:00:00,btc,usd,13389.0,26.15365651,1515722400.0,13216.369326446615,,
2018-01-12,2018-01-12 05:01:00,btc,usd,13357.0,27.68249047,1515722460.0,13221.15964902726,,
2018-01-12,2018-01-12 05:02:00,btc,usd,13341.0,17.01590785,1515722520.0,13225.369326446615,,
2018-01-12,2018-01-12 05:03:00,btc,usd,13344.0,13.12742463,1515722580.0,13229.546745801454,,
2018-01-12,2018-01-12 05:04:00,btc,usd,13389.0,16.594978990000005,1515722640.0,13235.079003865969,,
2018-01-12,2018-01-12 05:05:00,btc,usd,13350.0,28.48732799,1515722700.0,13240.304810317582,,
2018-01-12,2018-01-12 05:06:00,btc,usd,13344.0,4.68224152,1515722760.0,13245.8370683821,,
2018-01-12,2018-01-12 05:07:00,btc,usd,13367.0,6.779285790000001,1515722820.0,13250.982229672421,,
2018-01-12,2018-01-12 05:08:00,btc,usd,13353.0,9.532361859999998,1515722880.0,13255.949971607904,,
2018-01-12,2018-01-12 05:09:00,btc,usd,13341.0,11.53679121,1515722940.0,13260.675778059518,,
2018-01-12,2018-01-12 05:10:00,btc,usd,13306.0,22.22957764,1515723000.0,13264.482229672421,,
2018-01-12,2018-01-12 05:11:00,btc,usd,13327.0,17.41304434,1515723060.0,13267.514487736937,,
2018-01-12,2018-01-12 05:12:00,btc,usd,13345.0,17.689561100000006,1515723120.0,13270.788681285325,,
2018-01-12,2018-01-12 05:13:00,btc,usd,13317.0,21.545967460000004,1515723180.0,13273.853197414357,,
2018-01-12,2018-01-12 05:14:00,btc,usd,13318.0,12.05909045,1515723240.0,13276.853197414357,,
2018-01-12,2018-01-12 05:15:00,btc,usd,13363.450186719998,11.64663333,1515723300.0,13281.105116502098,,
2018-01-12,2018-01-12 05:16:00,btc,usd,13371.0,8.692116270000001,1515723360.0,13284.911568115002,,
2018-01-12,2018-01-12 05:17:00,btc,usd,13394.0,16.173077210000002,1515723420.0,13288.218019727905,,
2018-01-12,2018-01-12 05:18:00,btc,usd,13428.0,43.50113146,1515723480.0,13291.66963263113,,
2018-01-12,2018-01-12 05:19:00,btc,usd,13445.0,33.07295295000001,1515723540.0,13295.298664889195,,
2018-01-12,2018-01-12 05:20:00,btc,usd,13489.0,38.31649520000001,1515723600.0,13299.84705198597,,
2018-01-12,2018-01-12 05:21:00,btc,usd,13499.0,129.42890380000003,1515723660.0,13304.782535856937,,
2018-01-12,2018-01-12 05:22:00,btc,usd,13539.0,114.84259990000001,1515723720.0,13310.992213276291,,
2018-01-12,2018-01-12 05:23:00,btc,usd,13517.0,59.81163007999999,1515723780.0,13317.33180971984,,
2018-01-12,2018-01-12 05:24:00,btc,usd,13469.0,47.30927246,1515723840.0,13321.91245488113,,
2018-01-12,2018-01-12 05:25:00,btc,usd,13509.0,27.76152028,1515723900.0,13327.751164558551,,
2018-01-12,2018-01-12 05:26:00,btc,usd,13463.0,22.75194867,1515723960.0,13333.428583913388,,
2018-01-12,2018-01-12 05:27:00,btc,usd,13493.0,44.49114687,1515724020.0,13339.686648429519,,
2018-01-12,2018-01-12 05:28:00,btc,usd,13500.0,22.66512585,1515724080.0,13346.380196816615,,
2018-01-12,2018-01-12 05:29:00,btc,usd,13509.0,22.57258759,1515724140.0,13353.50922907468,,
2018-01-12,2018-01-12 05:30:00,btc,usd,13488.0,20.90803957,1515724200.0,13359.364067784356,,
2018-01-12,2018-01-12 05:31:00,btc,usd,13468.0,15.52993893,1515724260.0,13364.95223490097,,
2018-01-12,2018-01-12 05:32:00,btc,usd,13430.0,29.25721485,1515724320.0,13369.791372404195,,
2018-01-12,2018-01-12 05:33:00,btc,usd,13463.0,27.53880493,1515724380.0,13375.210727242906,,
2018-01-12,2018-01-12 05:34:00,btc,usd,13440.0,11.407378439999995,1515724440.0,13380.259114339678,,
2018-01-12,2018-01-12 05:35:00,btc,usd,13423.0,9.45356186,1515724500.0,13384.533307888067,,
2018-01-12,2018-01-12 05:36:00,btc,usd,13442.0,17.061688600000004,1515724560.0,13388.355888533228,,
2018-01-12,2018-01-12 05:37:00,btc,usd,13450.0,37.41385618,1515724620.0,13391.855888533228,,
2018-01-12,2018-01-12 05:38:00,btc,usd,13458.0,10.5927377,1515724680.0,13395.807501436453,,
2018-01-12,2018-01-12 05:39:00,btc,usd,13491.0,25.57702304,1515724740.0,13399.726856275163,,
2018-01-12,2018-01-12 05:40:00,btc,usd,13474.0,10.070273769999998,1515724800.0,13402.565565952582,,
2018-01-12,2018-01-12 05:41:00,btc,usd,13441.0,9.21086887,1515724860.0,13404.01717885581,,
2018-01-12,2018-01-12 05:42:00,btc,usd,13433.0,6.10686325,1515724920.0,13405.033307888067,,
2018-01-12,2018-01-12 05:43:00,btc,usd,13418.0,9.875079010000002,1515724980.0,13405.952662726775,,
2018-01-12,2018-01-12 05:44:00,btc,usd,13373.0,21.52664682,1515725040.0,13405.726856275163,,
2018-01-12,2018-01-12 05:45:00,btc,usd,13381.0,11.88477627,1515725100.0,13405.968791759035,,
2018-01-12,2018-01-12 05:46:00,btc,usd,13353.0,29.55238106,1515725160.0,13406.226856275163,,
2018-01-12,2018-01-12 05:47:00,btc,usd,13382.0,13.33528148,1515725220.0,13406.74298530742,,
2018-01-12,2018-01-12 05:48:00,btc,usd,13386.0,32.268186590000006,1515725280.0,13407.275243371938,,
2018-01-12,2018-01-12 05:49:00,btc,usd,13382.0,21.57462289,1515725340.0,13407.726856275163,,
2018-01-12,2018-01-12 05:50:00,btc,usd,13410.432478010005,20.99095363,1515725400.0,13408.378993017259,,
2018-01-12,2018-01-12 05:51:00,btc,usd,13428.0,6.53770276,1515725460.0,13409.627139753711,,
2018-01-12,2018-01-12 05:52:00,btc,usd,13455.0,22.78878477,1515725520.0,13410.998107495647,,
2018-01-12,2018-01-12 05:53:00,btc,usd,13440.0,29.31527593,1515725580.0,13410.998107495647,,
2018-01-12,2018-01-12 05:54:00,btc,usd,13443.0,25.14010455,1515725640.0,13412.094881689194,,
2018-01-12,2018-01-12 05:55:00,btc,usd,13433.0,3.94560518,1515725700.0,13413.062623624679,,
2018-01-12,2018-01-12 05:56:00,btc,usd,13406.0,10.400585550000002,1515725760.0,13413.772301044033,,
2018-01-12,2018-01-12 05:57:00,btc,usd,13438.0,25.22670072,1515725820.0,13415.756172011776,,
2018-01-12,2018-01-12 05:58:00,btc,usd,13454.0,28.74888795,1515725880.0,13417.127139753711,,
2018-01-12,2018-01-12 05:59:00,btc,usd,13443.0,1.94856614,1515725940.0,13418.240042979518,,
2018-01-12,2018-01-12 06:00:00,btc,usd,13450.0,10.29954169,1515726000.0,13418.691655882743,,
2018-01-12,2018-01-12 06:01:00,btc,usd,13449.0,12.5717834,1515726060.0,13419.38520426984,,
2018-01-12,2018-01-12 06:02:00,btc,usd,13431.0,9.47285034,1515726120.0,13420.062623624679,,
2018-01-12,2018-01-12 06:03:00,btc,usd,13452.0,34.73280833000001,1515726180.0,13421.594881689194,,
2018-01-12,2018-01-12 06:04:00,btc,usd,13464.0,8.14050503,1515726240.0,13423.578752656937,,
2018-01-12,2018-01-12 06:05:00,btc,usd,13474.0,10.89139583,1515726300.0,13425.675526850486,,
2018-01-12,2018-01-12 06:06:00,btc,usd,13455.0,31.59286521000001,1515726360.0,13426.740042979518,,
2018-01-12,2018-01-12 06:07:00,btc,usd,13449.0,23.239861670000003,1515726420.0,13428.336817173065,,
2018-01-12,2018-01-12 06:08:00,btc,usd,13448.0,17.062119979999995,1515726480.0,13430.014236527904,,
2018-01-12,2018-01-12 06:09:00,btc,usd,13454.0,6.33533915,1515726540.0,13431.417462334355,,
2018-01-12,2018-01-12 06:10:00,btc,usd,13434.0,14.64597033,1515726600.0,13432.723913947259,,
2018-01-12,2018-01-12 06:11:00,btc,usd,13380.0,37.11442441999999,1515726660.0,13433.352946205323,,
2018-01-12,2018-01-12 06:12:00,btc,usd,13374.0,43.35543988,1515726720.0,13434.449720398872,,
2018-01-12,2018-01-12 06:13:00,btc,usd,13359.0,10.06039379,1515726780.0,13434.96584943113,,
2018-01-12,2018-01-12 06:14:00,btc,usd,13359.0,8.98745811,1515726840.0,13435.191655882743,,
2018-01-12,2018-01-12 06:15:00,btc,usd,13371.0,3.67234074,1515726900.0,13436.062623624679,,
2018-01-12,2018-01-12 06:16:00,btc,usd,13408.0,17.123195400000004,1515726960.0,13437.514236527904,,
2018-01-12,2018-01-12 06:17:00,btc,usd,13383.0,21.017261920000006,1515727020.0,13437.829556096936,,
2018-01-12,2018-01-12 06:18:00,btc,usd,13410.0,15.72055963,1515727080.0,13438.458588355,,
2018-01-12,2018-01-12 06:19:00,btc,usd,13418.0,14.375313,1515727140.0,13438.845685129194,,
2018-01-12,2018-01-12 06:20:00,btc,usd,13422.0,16.005419589999995,1515727200.0,13438.748910935647,,
2018-01-12,2018-01-12 06:21:00,btc,usd,13407.0,7.94851911,1515727260.0,13438.13600770984,,
2018-01-12,2018-01-12 06:22:00,btc,usd,13376.0,22.33490444000001,1515727320.0,13436.313427064679,,
2018-01-12,2018-01-12 06:23:00,btc,usd,13389.0,16.80453163,1515727380.0,13434.539233516292,,
2018-01-12,2018-01-12 06:24:00,btc,usd,13393.0,4.8519935,1515727440.0,13432.184394806614,,
2018-01-12,2018-01-12 06:25:00,btc,usd,13414.0,2.00076356,1515727500.0,13430.523104484033,,
2018-01-12,2018-01-12 06:26:00,btc,usd,13418.0,9.458871769999998,1515727560.0,13429.700523838872,,
2018-01-12,2018-01-12 06:27:00,btc,usd,13429.0,11.51188258,1515727620.0,13428.410201258226,,
2018-01-12,2018-01-12 06:28:00,btc,usd,13476.0,45.68739214000001,1515727680.0,13428.619878677582,,
2018-01-12,2018-01-12 06:29:00,btc,usd,13482.0,11.1766444,1515727740.0,13428.442459322743,,
2018-01-12,2018-01-12 06:30:00,btc,usd,13493.0,8.4246315,1515727800.0,13428.329556096936,,
2018-01-12,2018-01-12 06:31:00,btc,usd,13492.350319239995,17.913854090000005,1515727860.0,13428.061012858872,,
2018-01-12,2018-01-12 06:32:00,btc,usd,13494.0,45.75004464,1515727920.0,13428.157787052422,,
2018-01-12,2018-01-12 06:33:00,btc,usd,13519.0,36.21078871,1515727980.0,13428.980367697583,,
2018-01-12,2018-01-12 06:34:00,btc,usd,13544.0,13.766654250000002,1515728040.0,13430.819077375001,,
2018-01-12,2018-01-12 06:35:00,btc,usd,13578.0,43.14716177,1515728100.0,13432.67391608468,,
2018-01-12,2018-01-12 06:36:00,btc,usd,13588.0,21.44861838,1515728160.0,13435.061012858872,,
2018-01-12,2018-01-12 06:37:00,btc,usd,13650.0,43.10271982000001,1515728220.0,13438.722303181454,,
2018-01-12,2018-01-12 06:38:00,btc,usd,13648.95795687,77.93397303,1515728280.0,13442.060334743872,,
2018-01-12,2018-01-12 06:39:00,btc,usd,13665.0,34.70048612,1515728340.0,13445.528076679355,,
2018-01-12,2018-01-12 06:40:00,btc,usd,13671.0,30.21114245,1515728400.0,13448.963560550323,,
2018-01-12,2018-01-12 06:41:00,btc,usd,13624.86447416,48.30980316,1515728460.0,13451.12266497226,,
2018-01-12,2018-01-12 06:42:00,btc,usd,13579.0,19.95250995,1515728520.0,13452.816213359356,,
2018-01-12,2018-01-12 06:43:00,btc,usd,13648.95795687,27.38614575,1515728580.0,13456.170373954033,,
2018-01-12,2018-01-12 06:44:00,btc,usd,13622.0,17.469517469999996,1515728640.0,13459.218761050806,,
2018-01-12,2018-01-12 06:45:00,btc,usd,13639.0,15.09256574,1515728700.0,13462.783277179838,,
2018-01-12,2018-01-12 06:46:00,btc,usd,13623.0,14.207968669999998,1515728760.0,13466.815535244355,,
2018-01-12,2018-01-12 06:47:00,btc,usd,13619.0,8.70224573,1515728820.0,13470.654244921774,,
2018-01-12,2018-01-12 06:48:00,btc,usd,13602.0,9.53249045,1515728880.0,13474.670373954033,,
2018-01-12,2018-01-12 06:49:00,btc,usd,13700.0,103.80330104,1515728940.0,13479.799406212098,,
2018-01-12,2018-01-12 06:50:00,btc,usd,13705.0,44.52014209000001,1515729000.0,13484.94456750242,,
2018-01-12,2018-01-12 06:51:00,btc,usd,13704.0,16.558950390000003,1515729060.0,13490.138115889516,,
2018-01-12,2018-01-12 06:52:00,btc,usd,13641.0,53.92369978,1515729120.0,13493.856946889357,,
2018-01-12,2018-01-12 06:53:00,btc,usd,13678.0,18.814159110000006,1515729180.0,13497.889204953872,,
2018-01-12,2018-01-12 06:54:00,btc,usd,13679.0,9.89306515,1515729240.0,13501.502108179679,,
2018-01-12,2018-01-12 06:55:00,btc,usd,13664.0,14.10217266,1515729300.0,13505.115011405485,,
2018-01-12,2018-01-12 06:56:00,btc,usd,13675.0,13.382006170000002,1515729360.0,13508.856946889357,,
2018-01-12,2018-01-12 06:57:00,btc,usd,13656.0,13.35721961,1515729420.0,13512.453721082904,,
2018-01-12,2018-01-12 06:58:00,btc,usd,13617.0,21.97858733,1515729480.0,13515.856946889357,,
2018-01-12,2018-01-12 06:59:00,btc,usd,13633.0,12.10115782,1515729540.0,13519.002108179679,,
2018-01-12,2018-01-12 07:00:00,btc,usd,13647.0,22.09780970000001,1515729600.0,13522.115011405485,,
2018-01-12,2018-01-12 07:01:00,btc,usd,13616.0,7.42089639,1515729660.0,13524.905333986131,,
2018-01-12,2018-01-12 07:02:00,btc,usd,13600.0,15.31183898,1515729720.0,13527.32468882484,,
2018-01-12,2018-01-12 07:03:00,btc,usd,13618.0,7.33855893,1515729780.0,13530.050495276453,,
2018-01-12,2018-01-12 07:04:00,btc,usd,13655.0,64.68731104999999,1515729840.0,13533.66339850226,,
2018-01-12,2018-01-12 07:05:00,btc,usd,13655.0,16.566236299999996,1515729900.0,13536.937592050646,,
2018-01-12,2018-01-12 07:06:00,btc,usd,13660.0,10.165647650000002,1515729960.0,13540.098882373228,,
2018-01-12,2018-01-12 07:07:00,btc,usd,13659.0,5.17945636,1515730020.0,13543.082753340968,,
2018-01-12,2018-01-12 07:08:00,btc,usd,13661.0,6.05324155,1515730080.0,13546.405333986131,,
2018-01-12,2018-01-12 07:09:00,btc,usd,13659.0,15.17809403,1515730140.0,13549.792430760324,,
2018-01-12,2018-01-12 07:10:00,btc,usd,13668.0,2.2299137700000005,1515730200.0,13553.340817857099,,
2018-01-12,2018-01-12 07:11:00,btc,usd,13657.0,5.2010083300000005,1515730260.0,13556.615011405485,,
2018-01-12,2018-01-12 07:12:00,btc,usd,13660.0,14.90217992,1515730320.0,13560.260172695807,,
2018-01-12,2018-01-12 07:13:00,btc,usd,13600.0,34.07019932000001,1515730380.0,13563.808559792582,,
2018-01-12,2018-01-12 07:14:00,btc,usd,13633.0,17.214448620000002,1515730440.0,13567.985979147421,,
2018-01-12,2018-01-12 07:15:00,btc,usd,13602.0,8.36419511,1515730500.0,13571.905333986131,,
2018-01-12,2018-01-12 07:16:00,btc,usd,13596.0,9.85623344,1515730560.0,13575.727914631292,,
2018-01-12,2018-01-12 07:17:00,btc,usd,13582.0,4.928947549999998,1515730620.0,13579.131140437743,,
2018-01-12,2018-01-12 07:18:00,btc,usd,13527.0,17.589609799999995,1515730680.0,13581.050495276453,,
2018-01-12,2018-01-12 07:19:00,btc,usd,13481.0,64.79508152,1515730740.0,13582.631140437743,,
2018-01-12,2018-01-12 07:20:00,btc,usd,13479.0,26.03759683,1515730800.0,13583.74404366355,,
2018-01-12,2018-01-12 07:21:00,btc,usd,13521.26249849,76.06955938000002,1515730860.0,13585.409567832745,,
2018-01-12,2018-01-12 07:22:00,btc,usd,13524.0,17.86399823,1515730920.0,13587.054729123067,,
2018-01-12,2018-01-12 07:23:00,btc,usd,13535.0,12.56096171,1515730980.0,13589.119245252099,,
2018-01-12,2018-01-12 07:24:00,btc,usd,13545.0,11.375139240000005,1515731040.0,13591.84505170371,,
2018-01-12,2018-01-12 07:25:00,btc,usd,13589.0,20.419056410000003,1515731100.0,13595.070858155324,,
2018-01-12,2018-01-12 07:26:00,btc,usd,13616.0,34.665320470000005,1515731160.0,13598.667632348874,,
2018-01-12,2018-01-12 07:27:00,btc,usd,13605.0,37.10997222000001,1515731220.0,13601.748277510163,,
2018-01-12,2018-01-12 07:28:00,btc,usd,13607.0,39.92481988,1515731280.0,13604.796664606938,,
2018-01-12,2018-01-12 07:29:00,btc,usd,13595.0,13.31509508,1515731340.0,13607.474083961777,,
2018-01-12,2018-01-12 07:30:00,btc,usd,13576.0,7.3382743,1515731400.0,13609.086987187582,,
2018-01-12,2018-01-12 07:31:00,btc,usd,13559.0,22.23955028,1515731460.0,13610.328922671453,,
2018-01-12,2018-01-12 07:32:00,btc,usd,13555.0,5.28538285,1515731520.0,13611.328922671453,,
2018-01-12,2018-01-12 07:33:00,btc,usd,13556.0,13.703506310000002,1515731580.0,13612.355530425648,,
2018-01-12,2018-01-12 07:34:00,btc,usd,13545.0,16.101488670000002,1515731640.0,13613.178111070809,,
2018-01-12,2018-01-12 07:35:00,btc,usd,13532.0,10.330313119999998,1515731700.0,13613.387788490163,,
2018-01-12,2018-01-12 07:36:00,btc,usd,13527.0,37.33489339999999,1515731760.0,13613.113594941777,,
2018-01-12,2018-01-12 07:37:00,btc,usd,13535.0,15.452210310000002,1515731820.0,13612.42004655468,,
