,tick_date,tick_time,base,quot,close,volume
68,2018-01-21,2018-01-21 19:08:31,btc,usd,11344.0,48779.79212177999
69,2018-01-21,2018-01-21 19:08:20,btc,usd,11348.0,48763.46512512
70,2018-01-21,2018-01-21 19:08:11,btc,usd,11351.0,48747.58981600001
71,2018-01-21,2018-01-21 19:08:01,btc,usd,11363.0,48736.74848085
72,2018-01-21,2018-01-21 19:07:51,btc,usd,11362.0,48738.16960514
73,2018-01-21,2018-01-21 19:07:41,btc,usd,11384.0,48731.09156474
74,2018-01-21,2018-01-21 19:07:31,btc,usd,11387.0,48723.47718300999
75,2018-01-21,2018-01-21 19:07:20,btc,usd,11400.0,48711.21715335
76,2018-01-21,2018-01-21 19:07:11,btc,usd,11386.0,48673.11625727001
77,2018-01-21,2018-01-21 19:07:01,btc,usd,11382.0,48681.27330612
78,2018-01-21,2018-01-21 19:06:51,btc,usd,11383.0,48671.15613199001
79,2018-01-21,2018-01-21 19:06:41,btc,usd,11383.0,48645.80652597001
80,2018-01-21,2018-01-21 19:06:31,btc,usd,11386.0,48645.19817557999
81,2018-01-21,2018-01-21 19:06:21,btc,usd,11380.0,48636.12795362
82,2018-01-21,2018-01-21 19:06:11,btc,usd,11400.0,48603.58095073
83,2018-01-21,2018-01-21 19:05:50,btc,usd,11428.0,48576.19785336
84,2018-01-21,2018-01-21 19:05:41,btc,usd,11435.0,48568.65302627
85,2018-01-21,2018-01-21 19:05:31,btc,usd,11441.96946199,48560.11911668
86,2018-01-21,2018-01-21 19:05:20,btc,usd,11448.08489195,48538.60165824
87,2018-01-21,2018-01-21 19:05:10,btc,usd,11450.0,48537.22052219
88,2018-01-21,2018-01-21 19:05:01,btc,usd,11459.09266589,48499.11719506
89,2018-01-21,2018-01-21 19:04:50,btc,usd,11472.0,48495.43768203
90,2018-01-21,2018-01-21 19:04:40,btc,usd,11473.0,48482.39521535001
91,2018-01-21,2018-01-21 19:04:31,btc,usd,11453.0,48478.49566538
92,2018-01-21,2018-01-21 19:04:21,btc,usd,11436.0,48462.63616818
93,2018-01-21,2018-01-21 19:04:10,btc,usd,11517.0,47844.53546549999
94,2018-01-21,2018-01-21 19:04:01,btc,usd,11519.0,47842.74046317
95,2018-01-21,2018-01-21 19:03:50,btc,usd,11521.0,47827.59606365
96,2018-01-21,2018-01-21 19:03:40,btc,usd,11522.0,47824.59096037
97,2018-01-21,2018-01-21 19:03:30,btc,usd,11528.0,47816.72835304
98,2018-01-21,2018-01-21 19:03:21,btc,usd,11537.0,47804.649738199994
99,2018-01-21,2018-01-21 19:03:10,btc,usd,11534.067837239998,47795.75245552
100,2018-01-21,2018-01-21 19:03:01,btc,usd,11560.0,47789.89104185
101,2018-01-21,2018-01-21 19:02:51,btc,usd,11570.0,47742.37936776
102,2018-01-21,2018-01-21 19:02:41,btc,usd,11570.0,47736.16096726
103,2018-01-21,2018-01-21 19:02:21,btc,usd,11580.0,47740.15725385
104,2018-01-21,2018-01-21 19:02:10,btc,usd,11580.0,47740.53249841
105,2018-01-21,2018-01-21 19:02:01,btc,usd,11580.0,47742.07072004
106,2018-01-21,2018-01-21 19:01:51,btc,usd,11601.0,47689.14707458
107,2018-01-21,2018-01-21 19:01:41,btc,usd,11606.0,47687.14459674001
108,2018-01-21,2018-01-21 19:01:31,btc,usd,11603.0,47678.79080672
109,2018-01-21,2018-01-21 19:01:21,btc,usd,11600.0,47663.6658244
110,2018-01-21,2018-01-21 19:01:01,btc,usd,11580.0,47618.21661690001
111,2018-01-21,2018-01-21 19:00:51,btc,usd,11583.0,47616.612822099996
112,2018-01-21,2018-01-21 19:00:41,btc,usd,11581.0,47615.24540299
113,2018-01-21,2018-01-21 19:00:31,btc,usd,11589.0,47614.45998009
114,2018-01-21,2018-01-21 19:00:21,btc,usd,11589.0,47616.0026005
115,2018-01-21,2018-01-21 19:00:11,btc,usd,11588.0,47611.53914654
116,2018-01-21,2018-01-21 19:00:01,btc,usd,11588.0,47604.67067437001
117,2018-01-21,2018-01-21 18:59:51,btc,usd,11578.0,47585.364016130006
118,2018-01-21,2018-01-21 18:59:41,btc,usd,11571.0,47579.36975771
119,2018-01-21,2018-01-21 18:59:31,btc,usd,11574.0,47577.93267157
120,2018-01-21,2018-01-21 18:59:11,btc,usd,11570.0,47574.74843939001
121,2018-01-21,2018-01-21 18:58:41,btc,usd,11566.0,47580.95852579001
122,2018-01-21,2018-01-21 18:58:31,btc,usd,11567.0,47570.78493844001
123,2018-01-21,2018-01-21 18:58:11,btc,usd,11564.0,47567.08751520001
124,2018-01-21,2018-01-21 18:58:01,btc,usd,11563.0,47566.99210714
125,2018-01-21,2018-01-21 18:57:51,btc,usd,11563.05497527,47569.71551871
126,2018-01-21,2018-01-21 18:57:43,btc,usd,11563.0,47571.04189861
127,2018-01-21,2018-01-21 18:57:11,btc,usd,11580.0,47578.12694038
128,2018-01-21,2018-01-21 18:57:01,btc,usd,11580.0,47586.74839865
129,2018-01-21,2018-01-21 18:56:51,btc,usd,11581.0,47571.72886354999
130,2018-01-21,2018-01-21 18:56:41,btc,usd,11590.0,47568.36956131
131,2018-01-21,2018-01-21 18:56:31,btc,usd,11591.0,47567.99054299
132,2018-01-21,2018-01-21 18:56:21,btc,usd,11601.0,47536.63943629
133,2018-01-21,2018-01-21 18:56:11,btc,usd,11605.0,47521.81858962001
134,2018-01-21,2018-01-21 18:56:01,btc,usd,11605.0,47520.97486194001
135,2018-01-21,2018-01-21 18:55:51,btc,usd,11610.0,47516.47608868
136,2018-01-21,2018-01-21 18:55:41,btc,usd,11600.0,47502.21105891
137,2018-01-21,2018-01-21 18:55:31,btc,usd,11600.0,47494.77569509
138,2018-01-21,2018-01-21 18:55:11,btc,usd,11597.0,47488.17982502
139,2018-01-21,2018-01-21 18:55:02,btc,usd,11597.0,47490.144505699995
140,2018-01-21,2018-01-21 18:54:51,btc,usd,11590.0,47465.47730227
141,2018-01-21,2018-01-21 18:54:41,btc,usd,11577.0,47461.28957719001
142,2018-01-21,2018-01-21 18:54:31,btc,usd,11576.0,47449.65772209
143,2018-01-21,2018-01-21 18:54:11,btc,usd,11564.0,47432.66896360999
144,2018-01-21,2018-01-21 18:54:01,btc,usd,11557.0,47430.76656250999
145,2018-01-21,2018-01-21 18:53:52,btc,usd,11555.0,47423.38387732001
146,2018-01-21,2018-01-21 18:53:41,btc,usd,11556.0,47418.10270004
147,2018-01-21,2018-01-21 18:53:31,btc,usd,11570.0,47417.74722136
148,2018-01-21,2018-01-21 18:53:21,btc,usd,11574.0,47417.01584938001
149,2018-01-21,2018-01-21 18:53:11,btc,usd,11575.0,47409.16272655999
150,2018-01-21,2018-01-21 18:53:00,btc,usd,11575.0,47416.00875447001
151,2018-01-21,2018-01-21 18:52:51,btc,usd,11577.0,47424.58137740001
152,2018-01-21,2018-01-21 18:52:41,btc,usd,11574.0,47417.59413751
153,2018-01-21,2018-01-21 18:52:31,btc,usd,11573.0,47418.95646027001
154,2018-01-21,2018-01-21 18:52:20,btc,usd,11569.0,47426.11405384001
155,2018-01-21,2018-01-21 18:52:11,btc,usd,11575.0,47428.53160262999
156,2018-01-21,2018-01-21 18:52:01,btc,usd,11580.0,47426.47674301
157,2018-01-21,2018-01-21 18:51:51,btc,usd,11583.0,47414.83020088
158,2018-01-21,2018-01-21 18:51:41,btc,usd,11590.0,47402.40977021
159,2018-01-21,2018-01-21 18:51:30,btc,usd,11627.87853288,47364.33912801
160,2018-01-21,2018-01-21 18:51:21,btc,usd,11629.0,47360.45518674
161,2018-01-21,2018-01-21 18:51:11,btc,usd,11632.0,47354.56438514
162,2018-01-21,2018-01-21 18:51:00,btc,usd,11627.0,47354.26780247
163,2018-01-21,2018-01-21 18:50:51,btc,usd,11635.0,47350.97143316
164,2018-01-21,2018-01-21 18:50:41,btc,usd,11598.0,47305.50431939001
165,2018-01-21,2018-01-21 18:50:31,btc,usd,11598.0,47301.79552655999
166,2018-01-21,2018-01-21 18:50:20,btc,usd,11596.0,47304.7767509
167,2018-01-21,2018-01-21 18:50:11,btc,usd,11596.0,47306.38561837001
168,2018-01-21,2018-01-21 18:50:00,btc,usd,11598.0,47318.68771366
169,2018-01-21,2018-01-21 18:49:51,btc,usd,11589.0,47310.77891879001
170,2018-01-21,2018-01-21 18:49:40,btc,usd,11588.0,47306.45197009001
171,2018-01-21,2018-01-21 18:49:30,btc,usd,11586.0,47298.74759612
172,2018-01-21,2018-01-21 18:49:20,btc,usd,11588.0,47296.39429262
173,2018-01-21,2018-01-21 18:49:10,btc,usd,11582.0,47293.6094433
174,2018-01-21,2018-01-21 18:49:00,btc,usd,11586.0,47291.08268877
175,2018-01-21,2018-01-21 18:48:51,btc,usd,11575.0,47284.76142804
176,2018-01-21,2018-01-21 18:48:40,btc,usd,11564.0,47261.35393034001
177,2018-01-21,2018-01-21 18:48:31,btc,usd,11565.0,47260.61233251
178,2018-01-21,2018-01-21 18:48:20,btc,usd,11551.0,47256.88948784
179,2018-01-21,2018-01-21 18:48:10,btc,usd,11558.0,47248.23633740001
180,2018-01-21,2018-01-21 18:48:00,btc,usd,11562.0,47237.78830585
181,2018-01-21,2018-01-21 18:47:51,btc,usd,11539.0,47201.12153001
182,2018-01-21,2018-01-21 18:47:40,btc,usd,11527.0,47192.65469989001
183,2018-01-21,2018-01-21 18:47:31,btc,usd,11526.0,47192.51454295
184,2018-01-21,2018-01-21 18:47:21,btc,usd,11527.0,47192.92418059999
185,2018-01-21,2018-01-21 18:47:11,btc,usd,11526.0,47174.54614768
186,2018-01-21,2018-01-21 18:47:00,btc,usd,11542.0,47166.69179578999
187,2018-01-21,2018-01-21 18:46:50,btc,usd,11541.0,47155.9933048
188,2018-01-21,2018-01-21 18:46:40,btc,usd,11542.0,47153.45992753
189,2018-01-21,2018-01-21 18:46:30,btc,usd,11538.0,47152.6419344
190,2018-01-21,2018-01-21 18:46:20,btc,usd,11542.0,47126.82820946001
191,2018-01-21,2018-01-21 18:46:11,btc,usd,11544.0,47117.43965493
192,2018-01-21,2018-01-21 18:46:01,btc,usd,11547.0,47113.51094486
193,2018-01-21,2018-01-21 18:45:51,btc,usd,11551.0,47070.93201404001
194,2018-01-21,2018-01-21 18:45:41,btc,usd,11553.0,47070.2397052
195,2018-01-21,2018-01-21 18:45:31,btc,usd,11553.0,47044.24233294
196,2018-01-21,2018-01-21 18:45:21,btc,usd,11553.0,47045.36517370999
197,2018-01-21,2018-01-21 18:45:11,btc,usd,11555.0,47049.93005654
198,2018-01-21,2018-01-21 18:44:50,btc,usd,11557.0,47031.4706249
199,2018-01-21,2018-01-21 18:44:41,btc,usd,11559.0,47028.02301057
200,2018-01-21,2018-01-21 18:44:31,btc,usd,11571.0,46874.33146002999
201,2018-01-21,2018-01-21 18:44:21,btc,usd,11572.0,46864.37394060999
202,2018-01-21,2018-01-21 18:44:13,btc,usd,11575.0,46859.65150896
203,2018-01-21,2018-01-21 18:44:01,btc,usd,11569.0,46851.3451128
204,2018-01-21,2018-01-21 18:43:51,btc,usd,11570.0,46786.81357681
205,2018-01-21,2018-01-21 18:43:41,btc,usd,11576.63122979,46782.24708374
206,2018-01-21,2018-01-21 18:43:31,btc,usd,11576.50892119,46780.46227263
207,2018-01-21,2018-01-21 18:43:20,btc,usd,11589.0,46756.58232147001
208,2018-01-21,2018-01-21 18:43:10,btc,usd,11595.0,46733.40537396
209,2018-01-21,2018-01-21 18:42:51,btc,usd,11600.0,46702.68775855
210,2018-01-21,2018-01-21 18:42:41,btc,usd,11600.0,46703.73864541
211,2018-01-21,2018-01-21 18:42:31,btc,usd,11600.0,46648.65045422001
212,2018-01-21,2018-01-21 18:42:21,btc,usd,11600.0,46623.63702806
213,2018-01-21,2018-01-21 18:42:11,btc,usd,11595.0,46586.97643156
214,2018-01-21,2018-01-21 18:42:01,btc,usd,11591.0,46582.07993582
215,2018-01-21,2018-01-21 18:41:51,btc,usd,11590.0,46580.67927713
216,2018-01-21,2018-01-21 18:41:41,btc,usd,11582.0,46579.37837648001
217,2018-01-21,2018-01-21 18:41:31,btc,usd,11583.0,46577.63495327
218,2018-01-21,2018-01-21 18:41:21,btc,usd,11582.0,46571.77076275999
219,2018-01-21,2018-01-21 18:41:11,btc,usd,11592.0,46556.73689866
220,2018-01-21,2018-01-21 18:41:01,btc,usd,11618.0,46510.55033601001
221,2018-01-21,2018-01-21 18:40:51,btc,usd,11617.0,46501.29917910999
222,2018-01-21,2018-01-21 18:40:41,btc,usd,11636.0,46487.26237722
223,2018-01-21,2018-01-21 18:40:31,btc,usd,11655.0,46458.73984295999
224,2018-01-21,2018-01-21 18:39:31,btc,usd,11669.0,46314.83339857
225,2018-01-21,2018-01-21 18:38:50,btc,usd,11672.0,46298.12564179999
226,2018-01-21,2018-01-21 18:38:41,btc,usd,11673.0,46298.72967349999
227,2018-01-21,2018-01-21 18:38:21,btc,usd,11678.0,46267.85130664001
228,2018-01-21,2018-01-21 18:38:10,btc,usd,11678.0,46270.41796473
229,2018-01-21,2018-01-21 18:38:01,btc,usd,11678.0,46270.40796473
230,2018-01-21,2018-01-21 18:37:51,btc,usd,11669.0,46260.08600636001
231,2018-01-21,2018-01-21 18:37:31,btc,usd,11690.0,46228.7689671
232,2018-01-21,2018-01-21 18:37:21,btc,usd,11690.0,46226.60638769
233,2018-01-21,2018-01-21 18:37:11,btc,usd,11684.0,46224.07417096
234,2018-01-21,2018-01-21 18:37:01,btc,usd,11684.0,46223.22568222999
235,2018-01-21,2018-01-21 18:36:51,btc,usd,11686.0,46220.24134816
236,2018-01-21,2018-01-21 18:36:41,btc,usd,11689.0,46208.87855725001
237,2018-01-21,2018-01-21 18:36:31,btc,usd,11708.0,46202.75099296
238,2018-01-21,2018-01-21 18:36:20,btc,usd,11708.0,46204.26422348
239,2018-01-21,2018-01-21 18:36:10,btc,usd,11712.0,46207.26303724
240,2018-01-21,2018-01-21 18:36:01,btc,usd,11726.0,46205.18730360999
241,2018-01-21,2018-01-21 18:35:51,btc,usd,11730.0,46171.48269153
242,2018-01-21,2018-01-21 18:35:41,btc,usd,11736.0,46160.42901818
243,2018-01-21,2018-01-21 18:35:31,btc,usd,11741.0,46162.384258220016
244,2018-01-21,2018-01-21 18:35:20,btc,usd,11760.0,46157.65570403
245,2018-01-21,2018-01-21 18:35:10,btc,usd,11767.0,46151.58996115
246,2018-01-21,2018-01-21 18:35:01,btc,usd,11770.0,46148.56558259
247,2018-01-21,2018-01-21 18:34:51,btc,usd,11775.0,46144.38980073
248,2018-01-21,2018-01-21 18:34:41,btc,usd,11798.0,46145.41061930001
249,2018-01-21,2018-01-21 18:34:31,btc,usd,11801.0,46140.92751729001
250,2018-01-21,2018-01-21 18:34:21,btc,usd,11805.0,46142.01417198
251,2018-01-21,2018-01-21 18:34:10,btc,usd,11818.0,46137.24520382
252,2018-01-21,2018-01-21 18:34:00,btc,usd,11830.0,46118.16361885
253,2018-01-21,2018-01-21 18:33:50,btc,usd,11831.0,46116.9839917
254,2018-01-21,2018-01-21 18:33:30,btc,usd,11830.0,46124.74351729001
255,2018-01-21,2018-01-21 18:33:20,btc,usd,11829.0,46128.13079549
256,2018-01-21,2018-01-21 18:32:41,btc,usd,11830.0,46143.62992870999
257,2018-01-21,2018-01-21 18:32:30,btc,usd,11829.0,46143.26183545
258,2018-01-21,2018-01-21 18:32:20,btc,usd,11828.0,46141.90333239001
259,2018-01-21,2018-01-21 18:32:11,btc,usd,11826.0,46143.53887490001
260,2018-01-21,2018-01-21 18:32:01,btc,usd,11826.0,46145.9211088
261,2018-01-21,2018-01-21 18:31:51,btc,usd,11816.0,46150.86482649001
262,2018-01-21,2018-01-21 18:31:30,btc,usd,11815.0,46182.157036
263,2018-01-21,2018-01-21 18:31:21,btc,usd,11815.01068977,46185.00315819
264,2018-01-21,2018-01-21 18:31:10,btc,usd,11813.0,46183.50124832
265,2018-01-21,2018-01-21 18:31:01,btc,usd,11818.0,46181.08410972
266,2018-01-21,2018-01-21 18:30:51,btc,usd,11821.0,46182.58147174
267,2018-01-21,2018-01-21 18:30:41,btc,usd,11827.0,46183.8873286
268,2018-01-21,2018-01-21 18:30:30,btc,usd,11818.67994775,46182.09532370999
269,2018-01-21,2018-01-21 18:30:11,btc,usd,11829.0,46204.29393243
270,2018-01-21,2018-01-21 18:30:01,btc,usd,11829.0,46210.29792866999
271,2018-01-21,2018-01-21 18:29:51,btc,usd,11828.0,46221.10008757
272,2018-01-21,2018-01-21 18:29:41,btc,usd,11827.0,46223.22395281999
273,2018-01-21,2018-01-21 18:29:31,btc,usd,11829.0,46229.87772581
274,2018-01-21,2018-01-21 18:29:21,btc,usd,11826.0,46232.06464606
275,2018-01-21,2018-01-21 18:29:11,btc,usd,11825.0,46236.48675235001
276,2018-01-21,2018-01-21 18:29:01,btc,usd,11826.0,46237.83182724001
277,2018-01-21,2018-01-21 18:28:50,btc,usd,11831.0,46248.26685218
278,2018-01-21,2018-01-21 18:28:21,btc,usd,11833.0,46268.48036991
279,2018-01-21,2018-01-21 18:28:10,btc,usd,11834.0,46271.46033299001
280,2018-01-21,2018-01-21 18:28:01,btc,usd,11837.0,46277.71380059
281,2018-01-21,2018-01-21 18:27:50,btc,usd,11834.0,46316.38689107001
282,2018-01-21,2018-01-21 18:27:40,btc,usd,11839.47240963,46324.60699191
283,2018-01-21,2018-01-21 18:27:31,btc,usd,11840.0,46354.37954747001
284,2018-01-21,2018-01-21 18:27:21,btc,usd,11840.0,46365.83291852001
285,2018-01-21,2018-01-21 18:27:11,btc,usd,11841.0,46367.41277971
286,2018-01-21,2018-01-21 18:27:01,btc,usd,11842.0,46366.85174971
287,2018-01-21,2018-01-21 18:26:51,btc,usd,11839.47240963,46363.98362846
288,2018-01-21,2018-01-21 18:26:41,btc,usd,11841.0,46361.88487515001
289,2018-01-21,2018-01-21 18:26:31,btc,usd,11840.0,46360.94412829001
290,2018-01-21,2018-01-21 18:26:21,btc,usd,11839.0,46348.93136826
291,2018-01-21,2018-01-21 18:26:11,btc,usd,11839.0,46340.81873796001
292,2018-01-21,2018-01-21 18:26:01,btc,usd,11843.0,46330.80236555
293,2018-01-21,2018-01-21 18:25:41,btc,usd,11838.0,46331.83481412001
294,2018-01-21,2018-01-21 18:25:31,btc,usd,11837.0,46327.75584585
295,2018-01-21,2018-01-21 18:25:20,btc,usd,11830.0,46330.76198794999
296,2018-01-21,2018-01-21 18:25:11,btc,usd,11830.0,46331.68726324001
297,2018-01-21,2018-01-21 18:25:01,btc,usd,11828.0,46328.5767769
298,2018-01-21,2018-01-21 18:24:50,btc,usd,11820.0,46325.82625753
299,2018-01-21,2018-01-21 18:24:41,btc,usd,11812.0,46324.73218127999
300,2018-01-21,2018-01-21 18:24:31,btc,usd,11811.0,46325.94061997001
301,2018-01-21,2018-01-21 18:24:00,btc,usd,11813.0,46328.95846485
302,2018-01-21,2018-01-21 18:23:50,btc,usd,11813.0,46329.51106419
303,2018-01-21,2018-01-21 18:23:41,btc,usd,11803.0,46325.05620770001
304,2018-01-21,2018-01-21 18:23:31,btc,usd,11803.0,46327.97534569
305,2018-01-21,2018-01-21 18:23:20,btc,usd,11801.0,46330.24958392
306,2018-01-21,2018-01-21 18:23:10,btc,usd,11802.0,46334.85716949001
307,2018-01-21,2018-01-21 18:23:00,btc,usd,11805.0,46338.53408407
308,2018-01-21,2018-01-21 18:22:51,btc,usd,11803.0,46340.35429094001
309,2018-01-21,2018-01-21 18:22:41,btc,usd,11812.0,46331.83710060999
310,2018-01-21,2018-01-21 18:22:31,btc,usd,11810.0,46332.24063952
311,2018-01-21,2018-01-21 18:22:21,btc,usd,11813.0,46331.29243593
312,2018-01-21,2018-01-21 18:22:11,btc,usd,11820.0,46330.37939515001
313,2018-01-21,2018-01-21 18:22:01,btc,usd,11821.0,46332.92192477
314,2018-01-21,2018-01-21 18:21:51,btc,usd,11826.0,46331.948997900006
315,2018-01-21,2018-01-21 18:21:40,btc,usd,11824.0,46332.819421800006
316,2018-01-21,2018-01-21 18:21:31,btc,usd,11823.0,46334.40652781
317,2018-01-21,2018-01-21 18:21:21,btc,usd,11823.0,46334.90524224001
318,2018-01-21,2018-01-21 18:21:10,btc,usd,11822.0,46335.30649898
319,2018-01-21,2018-01-21 18:21:01,btc,usd,11823.0,46334.55981119001
320,2018-01-21,2018-01-21 18:20:51,btc,usd,11822.0,46340.38669214001
321,2018-01-21,2018-01-21 18:20:41,btc,usd,11820.0,46351.08105789001
322,2018-01-21,2018-01-21 18:20:31,btc,usd,11823.0,46351.45574827
323,2018-01-21,2018-01-21 18:20:20,btc,usd,11821.0,46357.30084495001
324,2018-01-21,2018-01-21 18:20:11,btc,usd,11830.0,46362.70167913
325,2018-01-21,2018-01-21 18:20:01,btc,usd,11831.0,46367.13753279
326,2018-01-21,2018-01-21 18:19:50,btc,usd,11834.0,46368.93689426001
327,2018-01-21,2018-01-21 18:19:41,btc,usd,11838.0,46370.72603595
328,2018-01-21,2018-01-21 18:19:31,btc,usd,11838.0,46387.84212137001
329,2018-01-21,2018-01-21 18:19:20,btc,usd,11838.0,46390.99666103
330,2018-01-21,2018-01-21 18:19:10,btc,usd,11839.0,46391.43957829001
331,2018-01-21,2018-01-21 18:19:01,btc,usd,11848.03401158,46393.76734359999
332,2018-01-21,2018-01-21 18:18:50,btc,usd,11846.0,46397.95567208
333,2018-01-21,2018-01-21 18:18:40,btc,usd,11851.0,46398.53560828
334,2018-01-21,2018-01-21 18:18:31,btc,usd,11840.817804219998,46401.24199349999
335,2018-01-21,2018-01-21 18:18:20,btc,usd,11833.0,46397.45996888
336,2018-01-21,2018-01-21 18:18:10,btc,usd,11834.0,46397.38589517001
337,2018-01-21,2018-01-21 18:18:00,btc,usd,11831.0,46385.47597234001
338,2018-01-21,2018-01-21 18:17:51,btc,usd,11825.0,46387.59312342999
339,2018-01-21,2018-01-21 18:17:41,btc,usd,11815.0,46387.83229348001
340,2018-01-21,2018-01-21 18:17:31,btc,usd,11814.0,46386.85914173
341,2018-01-21,2018-01-21 18:17:10,btc,usd,11810.0,46386.00845745001
342,2018-01-21,2018-01-21 18:17:00,btc,usd,11809.0,46385.56863352
343,2018-01-21,2018-01-21 18:16:51,btc,usd,11810.0,46386.33658345001
